,id,city,date,player_of_match,venue,neutral_venue,team1,team2,toss_winner,toss_decision,winner,result,result_margin,eliminator,method,umpire1,umpire2,year
352,353,Dharamsala,2013-05-16,DA Miller,Himachal Pradesh Cricket Association Stadium,0,Kings XI Punjab,Delhi Capitals,Delhi Capitals,field,Kings XI Punjab,runs,7.0,N,,HDPK Dharmasena,S Ravi,2013
353,354,Kolkata,2013-04-24,DR Smith,Eden Gardens,0,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,bat,Mumbai Indians,wickets,5.0,N,,HDPK Dharmasena,S Ravi,2013
354,355,Chennai,2013-04-25,MS Dhoni,"MA Chidambaram Stadium, Chepauk",0,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Chennai Super Kings,wickets,5.0,N,,Aleem Dar,S Das,2013
355,356,Kolkata,2013-04-26,JH Kallis,Eden Gardens,0,Kolkata Knight Riders,Kings XI Punjab,Kings XI Punjab,bat,Kolkata Knight Riders,wickets,6.0,N,,CK Nandan,S Ravi,2013
356,357,Jaipur,2013-04-27,JP Faulkner,Sawai Mansingh Stadium,0,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Rajasthan Royals,wickets,8.0,N,,VA Kulkarni,K Srinath,2013
357,358,Mumbai,2013-04-27,DR Smith,"Wankhede Stadium, Mumbai",0,Mumbai Indians,Royal Challengers Bengaluru,Mumbai Indians,bat,Mumbai Indians,runs,58.0,N,,Asad Rauf,S Asnani,2013
358,359,Chennai,2013-04-28,MEK Hussey,"MA Chidambaram Stadium, Chepauk",0,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,Chennai Super Kings,runs,14.0,N,,Aleem Dar,SJA Taufel,2013
359,360,Raipur,2013-04-28,DA Warner,Shaheed Veer Narayan Singh International Stadium,0,Delhi Capitals,Rising Pune Supergiant,Rising Pune Supergiant,field,Delhi Capitals,runs,15.0,N,,CK Nandan,S Ravi,2013
360,361,Jaipur,2013-04-29,SV Samson,Sawai Mansingh Stadium,0,Rajasthan Royals,Royal Challengers Bengaluru,Rajasthan Royals,field,Rajasthan Royals,wickets,4.0,N,,M Erasmus,K Srinath,2013
361,362,Mumbai,2013-04-29,RG Sharma,"Wankhede Stadium, Mumbai",0,Mumbai Indians,Kings XI Punjab,Mumbai Indians,bat,Mumbai Indians,runs,4.0,N,,Asad Rauf,AK Chaudhary,2013
362,363,Pune,2013-04-30,MS Dhoni,Subrata Roy Sahara Stadium,0,Rising Pune Supergiant,Chennai Super Kings,Chennai Super Kings,bat,Chennai Super Kings,runs,37.0,N,,S Das,SJA Taufel,2013
363,364,Hyderabad,2013-05-01,I Sharma,"Rajiv Gandhi International Stadium, Uppal",0,Sunrisers Hyderabad,Mumbai Indians,Mumbai Indians,bat,Sunrisers Hyderabad,wickets,7.0,N,,Asad Rauf,S Asnani,2013
364,365,Raipur,2013-05-01,DA Warner,Shaheed Veer Narayan Singh International Stadium,0,Delhi Capitals,Kolkata Knight Riders,Kolkata Knight Riders,bat,Delhi Capitals,wickets,7.0,N,,HDPK Dharmasena,CK Nandan,2013
365,366,Chennai,2013-05-02,SK Raina,"MA Chidambaram Stadium, Chepauk",0,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,Chennai Super Kings,runs,15.0,N,,M Erasmus,VA Kulkarni,2013
366,367,Pune,2013-05-02,AB de Villiers,Subrata Roy Sahara Stadium,0,Rising Pune Supergiant,Royal Challengers Bengaluru,Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,runs,17.0,N,,Aleem Dar,C Shamshuddin,2013
367,368,Kolkata,2013-05-03,YK Pathan,Eden Gardens,0,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,bat,Kolkata Knight Riders,wickets,8.0,N,,HDPK Dharmasena,CK Nandan,2013
368,369,Hyderabad,2013-05-04,DJG Sammy,"Rajiv Gandhi International Stadium, Uppal",0,Sunrisers Hyderabad,Delhi Capitals,Delhi Capitals,bat,Sunrisers Hyderabad,wickets,6.0,N,,Asad Rauf,S Asnani,2013
369,370,Bengaluru,2013-05-14,AC Gilchrist,M Chinnaswamy Stadium,0,Royal Challengers Bengaluru,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab,wickets,7.0,N,,HDPK Dharmasena,S Ravi,2013
370,371,Mumbai,2013-05-05,MG Johnson,"Wankhede Stadium, Mumbai",0,Mumbai Indians,Chennai Super Kings,Mumbai Indians,bat,Mumbai Indians,runs,60.0,N,,HDPK Dharmasena,CK Nandan,2013
371,372,Jaipur,2013-05-05,AM Rahane,Sawai Mansingh Stadium,0,Rajasthan Royals,Rising Pune Supergiant,Rising Pune Supergiant,bat,Rajasthan Royals,wickets,5.0,N,,C Shamshuddin,RJ Tucker,2013
372,373,Bengaluru,2013-04-09,V Kohli,M Chinnaswamy Stadium,0,Royal Challengers Bengaluru,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Royal Challengers Bengaluru,wickets,7.0,N,,S Ravi,SJA Taufel,2013
373,374,Jaipur,2013-05-07,AM Rahane,Sawai Mansingh Stadium,0,Rajasthan Royals,Delhi Capitals,Delhi Capitals,bat,Rajasthan Royals,wickets,9.0,N,,Aleem Dar,RJ Tucker,2013
374,375,Mumbai,2013-05-07,SR Tendulkar,"Wankhede Stadium, Mumbai",0,Mumbai Indians,Kolkata Knight Riders,Mumbai Indians,bat,Mumbai Indians,runs,65.0,N,,HDPK Dharmasena,S Ravi,2013
375,376,Hyderabad,2013-05-08,SK Raina,"Rajiv Gandhi International Stadium, Uppal",0,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,field,Chennai Super Kings,runs,77.0,N,,S Das,NJ Llong,2013
376,377,Chandigarh,2013-05-09,KK Cooper,"Punjab Cricket Association Stadium, Mohali",0,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,8.0,N,,HDPK Dharmasena,S Ravi,2013
377,378,Pune,2013-05-09,G Gambhir,Subrata Roy Sahara Stadium,0,Rising Pune Supergiant,Kolkata Knight Riders,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,46.0,N,,Asad Rauf,S Asnani,2013
378,379,Delhi,2013-05-10,JD Unadkat,Feroz Shah Kotla,0,Delhi Capitals,Royal Challengers Bengaluru,Delhi Capitals,field,Royal Challengers Bengaluru,runs,4.0,N,,NJ Llong,K Srinath,2013
379,380,Pune,2013-05-11,MG Johnson,Subrata Roy Sahara Stadium,0,Rising Pune Supergiant,Mumbai Indians,Rising Pune Supergiant,bat,Mumbai Indians,wickets,5.0,N,,Asad Rauf,AK Chaudhary,2013
380,381,Chandigarh,2013-05-11,PA Patel,"Punjab Cricket Association Stadium, Mohali",0,Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,field,Sunrisers Hyderabad,runs,30.0,N,,S Das,RJ Tucker,2013
381,382,Ranchi,2013-05-12,JH Kallis,JSCA International Stadium Complex,0,Kolkata Knight Riders,Royal Challengers Bengaluru,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,5.0,N,,NJ Llong,K Srinath,2013
382,383,Jaipur,2013-05-12,SR Watson,Sawai Mansingh Stadium,0,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,field,Rajasthan Royals,wickets,5.0,N,,HDPK Dharmasena,CK Nandan,2013
383,384,Delhi,2013-04-23,Harmeet Singh,Feroz Shah Kotla,0,Delhi Capitals,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab,wickets,5.0,N,,VA Kulkarni,K Srinath,2013
384,385,Mumbai,2013-05-13,KA Pollard,"Wankhede Stadium, Mumbai",0,Mumbai Indians,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Mumbai Indians,wickets,7.0,N,,AK Chaudhary,SJA Taufel,2013
385,386,Ranchi,2013-05-15,MK Pandey,JSCA International Stadium Complex,0,Kolkata Knight Riders,Rising Pune Supergiant,Kolkata Knight Riders,field,Rising Pune Supergiant,runs,7.0,N,,NJ Llong,K Srinath,2013
386,387,Chennai,2013-05-14,MS Dhoni,"MA Chidambaram Stadium, Chepauk",0,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,Chennai Super Kings,runs,33.0,N,,C Shamshuddin,RJ Tucker,2013
387,388,Mumbai,2013-05-15,AP Tare,"Wankhede Stadium, Mumbai",0,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,field,Mumbai Indians,runs,14.0,N,,Asad Rauf,S Asnani,2013
388,389,Chandigarh,2013-05-06,DA Miller,"Punjab Cricket Association Stadium, Mohali",0,Kings XI Punjab,Royal Challengers Bengaluru,Kings XI Punjab,field,Kings XI Punjab,wickets,6.0,N,,VA Kulkarni,NJ Llong,2013
389,390,Hyderabad,2013-05-17,A Mishra,"Rajiv Gandhi International Stadium, Uppal",0,Sunrisers Hyderabad,Rajasthan Royals,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,runs,23.0,N,,Asad Rauf,AK Chaudhary,2013
390,391,Dharamsala,2013-05-18,Azhar Mahmood,Himachal Pradesh Cricket Association Stadium,0,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,Kings XI Punjab,runs,50.0,N,,HDPK Dharmasena,CK Nandan,2013
391,392,Pune,2013-05-19,LJ Wright,Subrata Roy Sahara Stadium,0,Rising Pune Supergiant,Delhi Capitals,Rising Pune Supergiant,bat,Rising Pune Supergiant,runs,38.0,N,,NJ Llong,SJA Taufel,2013
392,393,Bengaluru,2013-05-18,V Kohli,M Chinnaswamy Stadium,0,Royal Challengers Bengaluru,Chennai Super Kings,Chennai Super Kings,field,Royal Challengers Bengaluru,runs,24.0,N,,C Shamshuddin,RJ Tucker,2013
393,394,Hyderabad,2013-05-19,PA Patel,"Rajiv Gandhi International Stadium, Uppal",0,Sunrisers Hyderabad,Kolkata Knight Riders,Kolkata Knight Riders,bat,Sunrisers Hyderabad,wickets,5.0,N,,Asad Rauf,S Asnani,2013
394,395,Delhi,2013-05-21,MEK Hussey,Feroz Shah Kotla,0,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,bat,Chennai Super Kings,runs,48.0,N,,NJ Llong,RJ Tucker,2013
395,396,Delhi,2013-05-22,BJ Hodge,Feroz Shah Kotla,0,Rajasthan Royals,Sunrisers Hyderabad,Sunrisers Hyderabad,bat,Rajasthan Royals,wickets,4.0,N,,S Ravi,RJ Tucker,2013
396,397,Kolkata,2013-05-24,Harbhajan Singh,Eden Gardens,0,Mumbai Indians,Rajasthan Royals,Rajasthan Royals,bat,Mumbai Indians,wickets,4.0,N,,C Shamshuddin,SJA Taufel,2013
397,398,Kolkata,2013-05-26,KA Pollard,Eden Gardens,0,Chennai Super Kings,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,23.0,N,,HDPK Dharmasena,SJA Taufel,2013
398,399,Abu Dhabi,2014-04-16,JH Kallis,Sheikh Zayed Stadium,1,Mumbai Indians,Kolkata Knight Riders,Kolkata Knight Riders,bat,Kolkata Knight Riders,runs,41.0,N,,M Erasmus,RK Illingworth,2014
399,400,Abu Dhabi,2014-04-17,YS Chahal,Sharjah Cricket Stadium,1,Delhi Capitals,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,wickets,8.0,N,,Aleem Dar,S Ravi,2014
400,401,Abu Dhabi,2014-04-18,GJ Maxwell,Sheikh Zayed Stadium,1,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,bat,Kings XI Punjab,wickets,6.0,N,,RK Illingworth,C Shamshuddin,2014
401,402,Abu Dhabi,2014-04-18,AM Rahane,Sheikh Zayed Stadium,1,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,4.0,N,,BF Bowden,RK Illingworth,2014
402,403,Abu Dhabi,2014-04-19,PA Patel,Dubai International Cricket Stadium,1,Royal Challengers Bengaluru,Mumbai Indians,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,wickets,7.0,N,,Aleem Dar,AK Chaudhary,2014
403,404,Abu Dhabi,2014-04-19,JP Duminy,Dubai International Cricket Stadium,1,Kolkata Knight Riders,Delhi Capitals,Kolkata Knight Riders,bat,Delhi Capitals,wickets,4.0,N,,Aleem Dar,VA Kulkarni,2014
404,405,Abu Dhabi,2014-04-20,GJ Maxwell,Sharjah Cricket Stadium,1,Rajasthan Royals,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab,wickets,7.0,N,,BF Bowden,M Erasmus,2014
405,406,Abu Dhabi,2014-04-21,SK Raina,Sheikh Zayed Stadium,1,Chennai Super Kings,Delhi Capitals,Chennai Super Kings,bat,Chennai Super Kings,runs,93.0,N,,RK Illingworth,C Shamshuddin,2014
406,407,Abu Dhabi,2014-04-22,GJ Maxwell,Sharjah Cricket Stadium,1,Kings XI Punjab,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Kings XI Punjab,runs,72.0,N,,M Erasmus,S Ravi,2014
407,408,Abu Dhabi,2014-04-23,RA Jadeja,Dubai International Cricket Stadium,1,Rajasthan Royals,Chennai Super Kings,Rajasthan Royals,field,Chennai Super Kings,runs,7.0,N,,HDPK Dharmasena,RK Illingworth,2014
408,409,Abu Dhabi,2014-04-24,CA Lynn,Sharjah Cricket Stadium,1,Royal Challengers Bengaluru,Kolkata Knight Riders,Royal Challengers Bengaluru,field,Kolkata Knight Riders,runs,2.0,N,,Aleem Dar,VA Kulkarni,2014
409,410,Abu Dhabi,2014-04-25,AJ Finch,Dubai International Cricket Stadium,1,Sunrisers Hyderabad,Delhi Capitals,Sunrisers Hyderabad,bat,Sunrisers Hyderabad,runs,4.0,N,,M Erasmus,S Ravi,2014
410,411,Abu Dhabi,2014-04-25,MM Sharma,Dubai International Cricket Stadium,1,Chennai Super Kings,Mumbai Indians,Mumbai Indians,bat,Chennai Super Kings,wickets,7.0,N,,BF Bowden,M Erasmus,2014
411,412,Abu Dhabi,2014-04-26,PV Tambe,Sheikh Zayed Stadium,1,Rajasthan Royals,Royal Challengers Bengaluru,Rajasthan Royals,field,Rajasthan Royals,wickets,6.0,N,,HDPK Dharmasena,C Shamshuddin,2014
412,413,Abu Dhabi,2014-04-26,Sandeep Sharma,Sheikh Zayed Stadium,1,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,field,Kings XI Punjab,runs,23.0,N,,HDPK Dharmasena,RK Illingworth,2014
413,414,Abu Dhabi,2014-04-27,M Vijay,Sharjah Cricket Stadium,1,Delhi Capitals,Mumbai Indians,Mumbai Indians,bat,Delhi Capitals,wickets,6.0,N,,Aleem Dar,VA Kulkarni,2014
414,415,Abu Dhabi,2014-04-27,DR Smith,Sharjah Cricket Stadium,1,Sunrisers Hyderabad,Chennai Super Kings,Sunrisers Hyderabad,bat,Chennai Super Kings,wickets,5.0,N,,AK Chaudhary,VA Kulkarni,2014
415,416,Abu Dhabi,2014-04-28,Sandeep Sharma,Dubai International Cricket Stadium,1,Kings XI Punjab,Royal Challengers Bengaluru,Kings XI Punjab,field,Kings XI Punjab,wickets,5.0,N,,BF Bowden,S Ravi,2014
416,417,Abu Dhabi,2014-04-29,JP Faulkner,Sheikh Zayed Stadium,1,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,bat,Rajasthan Royals,tie,,Y,,Aleem Dar,AK Chaudhary,2014
417,418,Abu Dhabi,2014-04-30,B Kumar,Dubai International Cricket Stadium,1,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,field,Sunrisers Hyderabad,runs,15.0,N,,HDPK Dharmasena,M Erasmus,2014
418,419,Ranchi,2014-05-02,RA Jadeja,JSCA International Stadium Complex,0,Chennai Super Kings,Kolkata Knight Riders,Chennai Super Kings,bat,Chennai Super Kings,runs,34.0,N,,AK Chaudhary,NJ Llong,2014
419,420,Mumbai,2014-05-03,CJ Anderson,"Wankhede Stadium, Mumbai",0,Mumbai Indians,Kings XI Punjab,Kings XI Punjab,bat,Mumbai Indians,wickets,5.0,N,,BNJ Oxenford,C Shamshuddin,2014
420,421,Delhi,2014-05-03,KK Nair,Feroz Shah Kotla,0,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,7.0,N,,SS Hazare,S Ravi,2014
421,422,Bengaluru,2014-05-04,AB de Villiers,M Chinnaswamy Stadium,0,Royal Challengers Bengaluru,Sunrisers Hyderabad,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,wickets,4.0,N,,HDPK Dharmasena,VA Kulkarni,2014
422,423,Ahmedabad,2014-05-05,PV Tambe,"Sardar Patel Stadium, Motera",0,Rajasthan Royals,Kolkata Knight Riders,Kolkata Knight Riders,field,Rajasthan Royals,runs,10.0,N,,NJ Llong,CK Nandan,2014
423,424,Delhi,2014-05-05,DR Smith,Feroz Shah Kotla,0,Delhi Capitals,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,8.0,N,,RM Deshpande,BNJ Oxenford,2014
424,425,Mumbai,2014-05-06,RG Sharma,"Wankhede Stadium, Mumbai",0,Mumbai Indians,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Mumbai Indians,runs,19.0,N,,S Ravi,K Srinath,2014
425,426,Delhi,2014-05-07,G Gambhir,Feroz Shah Kotla,0,Delhi Capitals,Kolkata Knight Riders,Delhi Capitals,bat,Kolkata Knight Riders,wickets,8.0,N,,BNJ Oxenford,C Shamshuddin,2014
426,427,Cuttack,2014-05-07,GJ Maxwell,Barabati Stadium,0,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,Kings XI Punjab,runs,44.0,N,,HDPK Dharmasena,PG Pathak,2014
427,428,Ahmedabad,2014-05-08,B Kumar,"Sardar Patel Stadium, Motera",0,Rajasthan Royals,Sunrisers Hyderabad,Rajasthan Royals,field,Sunrisers Hyderabad,runs,32.0,N,,AK Chaudhary,NJ Llong,2014
428,429,Bengaluru,2014-05-09,Sandeep Sharma,M Chinnaswamy Stadium,0,Royal Challengers Bengaluru,Kings XI Punjab,Royal Challengers Bengaluru,field,Kings XI Punjab,runs,32.0,N,,S Ravi,K Srinath,2014
429,430,Delhi,2014-05-10,DW Steyn,Feroz Shah Kotla,0,Delhi Capitals,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,wickets,8.0,N,D/L,RM Deshpande,BNJ Oxenford,2014
430,431,Mumbai,2014-05-10,DR Smith,"Wankhede Stadium, Mumbai",0,Mumbai Indians,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,4.0,N,,HDPK Dharmasena,VA Kulkarni,2014
431,432,Cuttack,2014-05-11,G Gambhir,Barabati Stadium,0,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,9.0,N,,NJ Llong,CK Nandan,2014
432,433,Bengaluru,2014-05-11,JP Faulkner,M Chinnaswamy Stadium,0,Royal Challengers Bengaluru,Rajasthan Royals,Royal Challengers Bengaluru,bat,Rajasthan Royals,wickets,5.0,N,,S Ravi,RJ Tucker,2014
433,434,Hyderabad,2014-05-12,AT Rayudu,"Rajiv Gandhi International Stadium, Uppal",0,Sunrisers Hyderabad,Mumbai Indians,Sunrisers Hyderabad,bat,Mumbai Indians,wickets,7.0,N,,HDPK Dharmasena,VA Kulkarni,2014
434,435,Ranchi,2014-05-13,RA Jadeja,JSCA International Stadium Complex,0,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,bat,Chennai Super Kings,wickets,5.0,N,,BNJ Oxenford,C Shamshuddin,2014
435,436,Bengaluru,2014-05-13,Yuvraj Singh,M Chinnaswamy Stadium,0,Royal Challengers Bengaluru,Delhi Capitals,Delhi Capitals,field,Royal Challengers Bengaluru,runs,16.0,N,,K Srinath,RJ Tucker,2014
436,437,Hyderabad,2014-05-14,WP Saha,"Rajiv Gandhi International Stadium, Uppal",0,Sunrisers Hyderabad,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab,wickets,6.0,N,,VA Kulkarni,PG Pathak,2014
437,438,Cuttack,2014-05-14,RV Uthappa,Barabati Stadium,0,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,6.0,N,,AK Chaudhary,NJ Llong,2014
438,439,Ahmedabad,2014-05-15,AM Rahane,"Sardar Patel Stadium, Motera",0,Rajasthan Royals,Delhi Capitals,Delhi Capitals,field,Rajasthan Royals,runs,62.0,N,,S Ravi,RJ Tucker,2014
439,440,Ranchi,2014-05-18,AB de Villiers,JSCA International Stadium Complex,0,Chennai Super Kings,Royal Challengers Bengaluru,Chennai Super Kings,bat,Royal Challengers Bengaluru,wickets,5.0,N,,BNJ Oxenford,C Shamshuddin,2014
440,441,Hyderabad,2014-05-18,UT Yadav,"Rajiv Gandhi International Stadium, Uppal",0,Sunrisers Hyderabad,Kolkata Knight Riders,Sunrisers Hyderabad,bat,Kolkata Knight Riders,wickets,7.0,N,,NJ Llong,CK Nandan,2014
441,442,Ahmedabad,2014-05-19,MEK Hussey,"Sardar Patel Stadium, Motera",0,Rajasthan Royals,Mumbai Indians,Mumbai Indians,bat,Mumbai Indians,runs,25.0,N,,S Ravi,RJ Tucker,2014
442,443,Delhi,2014-05-19,AR Patel,Feroz Shah Kotla,0,Delhi Capitals,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab,wickets,4.0,N,,HDPK Dharmasena,PG Pathak,2014
443,444,Hyderabad,2014-05-20,DA Warner,"Rajiv Gandhi International Stadium, Uppal",0,Sunrisers Hyderabad,Royal Challengers Bengaluru,Royal Challengers Bengaluru,bat,Sunrisers Hyderabad,wickets,7.0,N,,AK Chaudhary,NJ Llong,2014
444,445,Kolkata,2014-05-20,RV Uthappa,Eden Gardens,0,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,8.0,N,,RM Deshpande,C Shamshuddin,2014
445,446,Chandigarh,2014-05-21,LMP Simmons,"Punjab Cricket Association Stadium, Mohali",0,Kings XI Punjab,Mumbai Indians,Mumbai Indians,field,Mumbai Indians,wickets,7.0,N,,HDPK Dharmasena,VA Kulkarni,2014
446,447,Kolkata,2014-05-22,RV Uthappa,Eden Gardens,0,Kolkata Knight Riders,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Kolkata Knight Riders,runs,30.0,N,,AK Chaudhary,CK Nandan,2014
447,448,Ranchi,2014-05-22,DA Warner,JSCA International Stadium Complex,0,Chennai Super Kings,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,wickets,6.0,N,,BNJ Oxenford,C Shamshuddin,2014
448,449,Mumbai,2014-05-23,MEK Hussey,"Wankhede Stadium, Mumbai",0,Mumbai Indians,Delhi Capitals,Delhi Capitals,field,Mumbai Indians,runs,15.0,N,,S Ravi,RJ Tucker,2014
449,450,Chandigarh,2014-05-23,SE Marsh,"Punjab Cricket Association Stadium, Mohali",0,Kings XI Punjab,Rajasthan Royals,Rajasthan Royals,field,Kings XI Punjab,runs,16.0,N,,HDPK Dharmasena,PG Pathak,2014
450,451,Bengaluru,2014-05-24,MS Dhoni,M Chinnaswamy Stadium,0,Royal Challengers Bengaluru,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,8.0,N,,AK Chaudhary,NJ Llong,2014
451,452,Kolkata,2014-05-24,YK Pathan,Eden Gardens,0,Kolkata Knight Riders,Sunrisers Hyderabad,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,4.0,N,,RM Deshpande,BNJ Oxenford,2014
452,453,Chandigarh,2014-05-25,M Vohra,"Punjab Cricket Association Stadium, Mohali",0,Kings XI Punjab,Delhi Capitals,Kings XI Punjab,field,Kings XI Punjab,wickets,7.0,N,,HDPK Dharmasena,VA Kulkarni,2014
453,454,Mumbai,2014-05-25,CJ Anderson,"Wankhede Stadium, Mumbai",0,Mumbai Indians,Rajasthan Royals,Mumbai Indians,field,Mumbai Indians,wickets,5.0,N,,K Srinath,RJ Tucker,2014
454,455,Kolkata,2014-05-27,UT Yadav,Eden Gardens,0,Kings XI Punjab,Kolkata Knight Riders,Kings XI Punjab,field,Kolkata Knight Riders,runs,28.0,N,,NJ Llong,S Ravi,2014
455,456,Mumbai,2014-05-28,SK Raina,Brabourne Stadium,0,Chennai Super Kings,Mumbai Indians,Chennai Super Kings,field,Chennai Super Kings,wickets,7.0,N,,VA Kulkarni,BNJ Oxenford,2014
456,457,Mumbai,2014-05-30,V Sehwag,"Wankhede Stadium, Mumbai",0,Chennai Super Kings,Kings XI Punjab,Chennai Super Kings,field,Kings XI Punjab,runs,24.0,N,,HDPK Dharmasena,RJ Tucker,2014
457,458,Bengaluru,2014-06-01,MK Pandey,M Chinnaswamy Stadium,0,Kolkata Knight Riders,Kings XI Punjab,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,3.0,N,,HDPK Dharmasena,BNJ Oxenford,2014
458,459,Kolkata,2015-04-08,M Morkel,Eden Gardens,0,Kolkata Knight Riders,Mumbai Indians,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,7.0,N,,S Ravi,C Shamshuddin,2015
459,460,Chennai,2015-04-09,A Nehra,"MA Chidambaram Stadium, Chepauk",0,Chennai Super Kings,Delhi Capitals,Delhi Capitals,field,Chennai Super Kings,runs,1.0,N,,RK Illingworth,VA Kulkarni,2015
460,461,Pune,2015-04-10,JP Faulkner,Maharashtra Cricket Association Stadium,0,Kings XI Punjab,Rajasthan Royals,Kings XI Punjab,field,Rajasthan Royals,runs,26.0,N,,SD Fry,CB Gaffaney,2015
461,462,Chennai,2015-04-11,BB McCullum,"MA Chidambaram Stadium, Chepauk",0,Chennai Super Kings,Sunrisers Hyderabad,Chennai Super Kings,bat,Chennai Super Kings,runs,45.0,N,,RK Illingworth,VA Kulkarni,2015
462,463,Kolkata,2015-04-11,CH Gayle,Eden Gardens,0,Kolkata Knight Riders,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,wickets,3.0,N,,S Ravi,C Shamshuddin,2015
463,464,Delhi,2015-04-12,DJ Hooda,Feroz Shah Kotla,0,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,3.0,N,,SD Fry,CB Gaffaney,2015
464,465,Mumbai,2015-04-12,GJ Bailey,"Wankhede Stadium, Mumbai",0,Mumbai Indians,Kings XI Punjab,Mumbai Indians,field,Kings XI Punjab,runs,18.0,N,,AK Chaudhary,K Srinivasan,2015
465,466,Bengaluru,2015-04-13,DA Warner,M Chinnaswamy Stadium,0,Royal Challengers Bengaluru,Sunrisers Hyderabad,Sunrisers Hyderabad,field,Sunrisers Hyderabad,wickets,8.0,N,,RM Deshpande,RK Illingworth,2015
466,467,Ahmedabad,2015-04-14,SPD Smith,"Sardar Patel Stadium, Motera",0,Rajasthan Royals,Mumbai Indians,Mumbai Indians,bat,Rajasthan Royals,wickets,7.0,N,,AK Chaudhary,SD Fry,2015
467,468,Kolkata,2015-04-30,AD Russell,Eden Gardens,0,Kolkata Knight Riders,Chennai Super Kings,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,7.0,N,,AK Chaudhary,M Erasmus,2015
468,469,Pune,2015-04-15,MA Agarwal,Maharashtra Cricket Association Stadium,0,Kings XI Punjab,Delhi Capitals,Kings XI Punjab,bat,Delhi Capitals,wickets,5.0,N,,CB Gaffaney,K Srinath,2015
469,470,Visakhapatnam,2015-04-16,AM Rahane,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,0,Sunrisers Hyderabad,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,6.0,N,,PG Pathak,S Ravi,2015
