,id,city,date,player_of_match,venue,neutral_venue,team1,team2,toss_winner,toss_decision,winner,result,result_margin,eliminator,method,umpire1,umpire2,year
822,823,Mumbai,2021-04-15,JD Unadkat,"Wankhede Stadium, Mumbai",0,Delhi Capitals,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,3.0,N,,S Ravi,VK Sharma,2021
823,824,Mumbai,2021-04-16,DL Chahar,"Wankhede Stadium, Mumbai",0,Kings XI Punjab,Chennai Super Kings,Chennai Super Kings,field,Chennai Super Kings,wickets,6.0,N,,AK Chaudhary,AY Dandekar,2021
824,825,Chennai,2021-04-17,KA Pollard,"MA Chidambaram Stadium, Chepauk",0,Mumbai Indians,Sunrisers Hyderabad,Mumbai Indians,bat,Mumbai Indians,runs,13.0,N,,CB Gaffaney,K Srinivasan,2021
825,826,Chennai,2021-04-18,AB de Villiers,"MA Chidambaram Stadium, Chepauk",0,Royal Challengers Bengaluru,Kolkata Knight Riders,Royal Challengers Bengaluru,bat,Royal Challengers Bengaluru,runs,38.0,N,,C Shamshuddin,Nitin Menon,2021
826,827,Mumbai,2021-04-18,S Dhawan,"Wankhede Stadium, Mumbai",0,Kings XI Punjab,Delhi Capitals,Delhi Capitals,field,Delhi Capitals,wickets,6.0,N,,AK Chaudhary,PR Reiffel,2021
827,828,Mumbai,2021-04-19,MM Ali,"Wankhede Stadium, Mumbai",0,Chennai Super Kings,Rajasthan Royals,Rajasthan Royals,field,Chennai Super Kings,runs,45.0,N,,PR Reiffel,VK Sharma,2021
828,829,Chennai,2021-04-20,A Mishra,"MA Chidambaram Stadium, Chepauk",0,Mumbai Indians,Delhi Capitals,Mumbai Indians,bat,Delhi Capitals,wickets,6.0,N,,C Shamshuddin,CB Gaffaney,2021
829,830,Chennai,2021-04-21,JM Bairstow,"MA Chidambaram Stadium, Chepauk",0,Kings XI Punjab,Sunrisers Hyderabad,Kings XI Punjab,bat,Sunrisers Hyderabad,wickets,9.0,N,,K Srinivasan,Nitin Menon,2021
830,831,Mumbai,2021-04-21,F du Plessis,"Wankhede Stadium, Mumbai",0,Chennai Super Kings,Kolkata Knight Riders,Kolkata Knight Riders,field,Chennai Super Kings,runs,18.0,N,,AY Dandekar,PR Reiffel,2021
831,832,Mumbai,2021-04-22,D Padikkal,"Wankhede Stadium, Mumbai",0,Rajasthan Royals,Royal Challengers Bengaluru,Royal Challengers Bengaluru,field,Royal Challengers Bengaluru,wickets,10.0,N,,J Madanagopal,S Ravi,2021
832,833,Chennai,2021-04-23,KL Rahul,"MA Chidambaram Stadium, Chepauk",0,Mumbai Indians,Kings XI Punjab,Kings XI Punjab,field,Kings XI Punjab,wickets,9.0,N,,C Shamshuddin,Nitin Menon,2021
833,834,Mumbai,2021-04-24,CH Morris,"Wankhede Stadium, Mumbai",0,Kolkata Knight Riders,Rajasthan Royals,Rajasthan Royals,field,Rajasthan Royals,wickets,6.0,N,,Navdeep Singh,S Ravi,2021
834,835,Mumbai,2021-04-25,RA Jadeja,"Wankhede Stadium, Mumbai",0,Chennai Super Kings,Royal Challengers Bengaluru,Chennai Super Kings,bat,Chennai Super Kings,runs,69.0,N,,AK Chaudhary,VK Sharma,2021
835,836,Chennai,2021-04-25,PP Shaw,"MA Chidambaram Stadium, Chepauk",0,Delhi Capitals,Sunrisers Hyderabad,Delhi Capitals,bat,Delhi Capitals,tie,,Y,,CB Gaffaney,KN Ananthapadmanabhan,2021
836,837,Ahmedabad,2021-04-26,EJG Morgan,"Narendra Modi Stadium, Ahmedabad",0,Kings XI Punjab,Kolkata Knight Riders,Kolkata Knight Riders,field,Kolkata Knight Riders,wickets,5.0,N,,PR Reiffel,YC Barde,2021
